time,step-size,{HMI}.HMIInstance.h_command,{PT}.PTInstance.ack_END_USER,{PT}.PTInstance.ack_TEST_STATION,{PT}.PTInstance.ack_WAGON,{PT}.PTInstance.ack_WAITING_ROOM,{PT}.PTInstance.ack_WAREHOUSE,{PT}.PTInstance.commandAck,{PT}.PTInstance.leaveStationA,{PT}.PTInstance.p_ID,{PT}.PTInstance.speedA,{PT}.PTInstance.t_ID,{PT}.PTInstance.t_valid,{PT}.PTInstance.w_in1,{PT}.PTInstance.w_in2,{PT}.PTInstance.w_in3,{PT}.PTInstance.w_valid,{PT}.PTInstance.wagonPositions,{ROBOT}.ROBOTInstance.r_out,{TEST}.TESTInstance.t_out,{TEST}.TESTInstance.t_status,{TEST}.TESTInstance.testResult,{WAG}.WAGInstance.pos,{WH}.WHInstance.r_ID,{WH}.WHInstance.r_in1,{WH}.WHInstance.r_in2,{WH}.WHInstance.w_out
0.0,0.0,0,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,0,0,0,0,true,0,0,0,0,0
5.0,5.0,87244,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,1024,0,0,0,true,1,0,0,0,0
10.0,5.0,87244,0,0,0,0,1,81921,false,1,1,0,false,6,4,2,true,1049600,0,0,0,true,1,0,0,0,0
15.0,5.0,215685,0,0,0,0,1,81921,false,1,1,0,false,6,4,2,true,1049600,0,0,0,true,2,9,1,11,0
20.0,5.0,215685,0,0,0,0,1,212993,false,1,1,0,false,6,4,2,true,2098176,1,0,0,true,2,9,1,11,0
25.0,5.0,149802,0,0,0,0,1,212993,false,1,1,0,false,6,4,2,true,2098176,0,0,0,true,3,9,1,11,0
30.0,5.0,149802,0,0,0,0,1,147457,false,1,1,0,false,6,4,2,true,3146752,0,0,0,true,3,16,3,13,0
35.0,5.0,248453,0,0,0,0,1,147457,false,1,1,0,false,6,4,2,true,3146752,1,0,0,true,4,19,4,0,0
40.0,5.0,248453,0,0,0,0,1,245761,false,1,1,0,false,6,4,2,true,4195328,1,0,0,true,4,19,4,0,0
45.0,5.0,248453,0,0,0,0,1,245761,false,1,1,0,false,6,4,2,true,4195328,0,0,0,true,5,19,4,0,0
50.0,5.0,248453,0,0,0,0,1,245761,false,1,1,0,false,6,4,2,true,5243904,0,0,0,true,5,0,4,0,1
55.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,5243904,0,0,0,true,6,0,4,0,1
60.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,6292480,0,0,0,true,6,31,1,11,1
65.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,6292480,1,0,0,true,7,34,1,11,1
70.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,7341056,1,0,0,true,7,34,1,11,1
75.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,7341056,0,0,0,true,8,34,1,11,1
80.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,8389632,0,0,0,true,8,40,1,11,1
85.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,8389632,1,0,0,true,9,44,2,12,1
90.0,5.0,248453,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,9438208,1,0,0,true,9,44,2,12,1
95.0,5.0,199301,0,0,0,1,2,245761,false,2,1,0,false,1,1,1,true,9438208,0,0,0,true,10,44,2,12,1
100.0,5.0,199301,0,0,0,1,2,196615,false,2,1,0,false,1,1,1,true,10486784,0,0,0,true,10,51,2,12,1
105.0,5.0,286199,0,0,0,1,2,196615,false,2,1,0,false,1,1,1,true,10486784,1,0,0,true,11,54,3,13,1
110.0,5.0,286199,0,0,0,1,2,278529,false,2,1,0,false,1,1,1,true,11535360,1,0,0,true,11,54,3,13,1
115.0,5.0,318967,0,0,0,1,2,278529,false,2,1,0,false,1,1,1,true,11535360,1,0,0,true,12,54,3,13,1
120.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,12583936,0,0,0,true,12,54,3,13,1
125.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,12583936,0,0,0,true,13,64,3,13,1
130.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,13632512,1,0,0,true,13,66,3,13,1
135.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,13632512,1,0,0,true,14,66,3,13,1
140.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,14681088,1,0,0,true,14,66,3,13,1
145.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,14681088,0,0,0,true,15,66,3,13,1
150.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,15729664,0,0,0,true,15,75,3,13,1
155.0,5.0,318967,0,0,0,1,2,311297,false,2,1,0,false,1,1,1,true,15729664,1,0,0,true,16,0,4,0,2
